Case #1: 125
1 17 353712
17 12 219784
23 5 196610
8 13 227531
9 12 126399
4 15 160702
2 6 345156
23 4 287787
3 14 349035
11 10 11624
13 17 264206
21 7 9102
21 23 300721
19 20 265521
19 9 273091
1 23 231149
1 14 203264
9 1 231133
19 2 290581
3 12 81592
2 16 334165
15 8 167197
20 10 277675
8 2 237039
19 22 294599
1 19 149974
18 2 271462
4 3 33363
10 16 139550
19 11 107590
3 23 321150
13 19 289332
20 16 309209
18 17 220813
8 5 170531
1 20 223667
14 2 451887
16 18 300951
9 6 108514
23 18 282125
13 5 263361
16 19 235516
12 20 89739
20 7 141800
11 16 127926
5 7 167868
12 7 52061
8 6 188509
4 12 55893
16 6 298514
5 14 168725
20 4 145632
3 21 38633
9 4 147050
7 3 29531
Case #16: 100
16 8 44437
15 5 157711
13 8 156183
15 2 208952
12 2 282135
11 13 95861
15 3 149179
7 5 347400
10 2 133038
6 7 196709
3 10 73265
10 9 154316
5 10 300790
16 13 200620
16 14 230549
15 8 77970
16 9 200809
1 15 220654
7 1 191350
9 5 366760
16 11 177718
12 10 295627
12 16 249134
12 14 286410
16 15 122407
2 16 86545
2 3 59773
5 14 23748
2 5 340842
12 6 166109
3 13 227392
11 10 131225
1 4 66244
11 1 275965
7 13 217746
14 11 357763
7 15 200829
7 3 119875
7 11 225153
4 13 172027
4 11 267888
3 8 71209
8 7 122859
6 2 190151
15 12 366155
5 3 281069
11 6 281324
6 13 304226
6 4 268097
3 14 257321
16 6 103606
13 2 287165
9 7 293912
15 13 127939
14 2 317094
1 16 98247
8 5 235681
9 3 227581
6 5 347764
5 13 285650
15 6 226013
7 16 93103
14 9 343012
14 6 324016
15 10 168900
9 8 237293
12 11 334077
8 11 222155
9 2 287354
11 3 204490
9 15 209049
1 13 238271
15 4 286898
10 14 277042
7 4 257594
8 12 293571
9 4 253137
11 9 176971
6 8 148043
14 13 261902
14 15 133963
4 16 164491
6 10 150099
7 10 139596
4 2 251036
3 6 130378
3 12 222362
9 12 157106
1 5 156050
13 12 238216
7 2 179648
3 1 125019
4 5 147494
8 1 142684
1 14 132302
7 14 323652
10 13 227086
10 1 144740
6 9 304415
2 1 184792
Case #17: 1000
49 43 91689
37 8 18747
41 5 56966
16 36 62508
37 12 84353
6 12 87818
8 22 81650
27 16 52293
18 43 180346
36 50 106496
9 11 134246
35 42 50076
6 17 25511
39 20 120619
22 41 96269
43 47 171180
49 30 18326
27 6 38025
23 38 63179
26 6 118966
1 38 67309
49 4 80246
15 35 39193
31 2 106419
50 44 10148
13 37 8574
11 1 29293
45 37 61163
31 12 88204
25 2 89631
35 49 67864
20 21 104572
2 50 83664
42 23 75471
2 40 137766
33 8 39835
14 46 106494
46 30 93824
17 35 85493
26 23 119347
8 1 3799
4 14 137994
9 47 169453
29 47 134133
25 40 48135
30 7 53858
4 20 125766
50 12 134893
10 6 72758
46 9 113983
32 2 75437
3 49 31297
33 37 21088
17 37 37154
45 35 16861
22 42 118265
49 47 109886
30 16 15432
8 20 84053
32 5 89810
50 46 121460
19 44 121779
40 16 87139
13 24 47169
41 19 65687
18 48 105147
7 48 51006
38 11 46418
35 34 73618
31 10 64728
11 33 27837
34 25 29993
12 14 93061
47 17 78250
9 5 90164
49 50 112855
41 2 93870
21 47 126445
43 32 81866
33 13 12514
18 4 54475
46 13 79494
47 12 117146
28 47 120129
31 43 107664
43 6 119538
29 6 80279
16 42 15970
24 18 86858
18 27 126077
20 13 90091
10 46 73820
8 29 74290
44 40 138470
14 15 98943
25 22 71464
13 15 69623
33 40 65758
20 46 68558
4 19 102791
39 15 99642
13 36 11122
4 12 138313
25 50 112509
41 42 77337
30 25 53089
38 34 66197
7 25 66445
9 43 194834
50 35 113203
31 17 83523
17 32 51957
41 9 147130
23 34 50790
10 21 31973
15 34 83701
13 11 15323
8 30 68369
7 26 140315
19 50 111631
13 42 52547
43 14 123844
9 50 205365
16 34 79515
23 3 36917
28 6 29594
7 4 84914
31 40 91039
9 6 153528
33 20 100938
27 35 46930
42 1 71190
31 33 25281
20 5 78050
25 31 54930
45 50 96342
7 28 17085
33 29 79108
48 17 54545
38 16 83206
29 24 98374
9 4 164126
13 50 112524
21 30 48580
7 45 49924
44 9 195217
38 27 67728
37 2 98192
22 50 85911
38 25 36204
40 14 104307
9 15 133492
48 32 106502
19 42 72273
10 37 60535
16 26 117039
48 6 55041
16 43 88795
25 8 27306
50 3 103949
17 3 37153
21 13 80146
41 23 3552
7 36 60432
37 3 1
35 33 38656
9 7 127362
30 20 94710
38 3 44764
30 10 48747
11 19 38354
10 43 106713
9 12 127416
2 26 171031
42 27 61498
12 26 161688
24 31 84964
6 36 39083
46 3 70919
39 23 106160
46 16 78392
28 39 110597
5 4 73962
14 29 88546
16 12 91825
48 24 61961
6 33 41588
19 29 91392
25 32 95706
42 50 95067
15 45 56054
30 40 89198
5 25 46752
26 30 126959
27 5 51065
25 48 25952
45 25 66342
27 19 31744
45 3 61162
40 22 107573
6 49 67833
27 13 63106
41 18 107038
40 3 44669
28 26 131872
47 3 78589
45 2 93451
25 10 69096
6 11 43284
35 11 66493
50 14 117123
24 16 57538
44 38 138565
14 5 102924
35 3 59745
43 27 86726
18 42 116933
13 2 106766
18 47 128852
37 49 31298
28 22 91082
44 12 145041
47 24 85666
26 17 119583
16 41 63053
7 18 112210
47 30 128212
29 15 79645
12 1 100399
49 29 63762
34 14 51494
30 23 44069
41 40 78034
1 46 86966
24 33 59683
14 28 99637
35 47 136107
50 24 136007
2 44 93812
35 44 103055
29 18 141799
15 49 78314
45 20 88669
16 25 68521
38 46 26155
14 37 64733
18 45 118208
4 24 80339
36 28 51989
37 11 6749
16 10 33315
7 21 65827
35 39 60449
32 44 165211
38 39 114732
46 36 68372
14 6 89242
12 43 94284
41 49 64662
36 18 90302
2 42 119245
11 31 53118
44 39 129782
15 41 53940
45 36 60329
35 6 73549
47 10 136898
33 15 66216
48 28 45570
25 43 101151
41 46 85782
33 19 66191
39 43 135454
20 3 81516
40 47 100435
33 36 23636
36 41 35912
22 30 112527
7 41 47810
8 23 55663
27 29 87382
11 36 4201
39 19 110327
3 32 89110
35 36 62292
27 44 90035
35 21 32764
6 38 69274
39 3 75062
30 27 67725
8 7 43201
14 2 33459
49 48 48689
5 39 79197
18 50 180060
23 27 65229
29 42 56806
24 7 64774
48 35 60631
34 40 66102
22 20 109636
22 13 71479
8 6 43918
27 11 61279
12 30 107257
42 15 60526
19 9 121294
32 36 91657
38 29 118929
38 12 39588
39 42 76803
4 6 85931
19 36 42555
26 10 142966
10 8 77055
24 5 45269
49 17 68450
2 46 99320
13 32 91710
41 21 83696
24 38 87369
26 34 103863
26 43 175021
18 14 121529
28 40 77290
32 22 152014
8 48 36138
30 5 87815
19 31 52682
36 42 62556
26 25 85896
49 13 39872
44 33 114890
19 32 120940
39 17 112215
38 15 59991
39 48 87358
49 39 43765
37 34 21432
26 5 120622
15 25 68957
35 2 102570
4 23 56115
35 31 63937
1 41 55910
33 25 29649
43 50 166613
17 43 129744
26 13 91005
19 45 67801
4 30 61920
25 23 45477
44 16 68949
14 33 85821
44 30 84381
2 21 77548
7 19 17877
39 31 121432
17 20 90521
16 29 40836
20 14 64221
35 16 34106
47 2 174658
28 44 98466
10 15 39984
29 9 136705
29 34 100692
16 3 65055
13 3 8575
23 5 60518
5 49 69489
36 9 130045
15 12 47269
32 10 135394
34 30 71056
12 23 102767
11 4 80010
47 16 141470
46 45 89890
38 2 125475
27 2 57747
2 8 114815
43 30 73363
45 5 87122
42 32 86109
18 35 135069
17 50 141102
27 45 63791
31 28 51890
5 28 54283
46 26 148255
28 38 70946
44 43 157744
34 42 63545
21 18 134111
8 19 50576
20 6 65010
17 10 84702
42 11 66757
30 42 31402
22 38 107668
12 39 146911
31 6 66869
29 35 40452
44 37 93802
6 46 74385
31 46 74771
39 21 27685
41 45 67793
8 32 70364
10 20 72599
39 13 83637
43 40 137260
43 45 106040
27 8 57068
23 37 36916
30 2 113296
12 32 51083
34 36 23980
10 27 47721
32 11 95858
6 34 51522
30 18 116395
37 20 81517
28 24 47689
15 4 91044
37 18 87756
17 24 7416
21 11 73225
28 49 80739
4 46 124880
42 12 107795
9 17 128017
13 16 68517
7 49 72184
43 24 126407
24 32 44541
15 24 58644
49 24 75866
42 43 104765
30 39 62091
34 11 28181
3 24 44569
27 48 37139
14 13 73307
26 20 140269
34 49 52730
13 5 46767
13 25 17135
4 10 79803
3 31 46370
28 19 34962
7 44 103902
44 47 134182
34 50 125382
6 39 100276
21 27 79694
12 11 86006
26 11 84084
43 11 99339
50 30 94529
23 2 90318
50 28 88318
39 47 153651
9 34 149789
21 17 84535
46 7 39966
26 1 104975
27 7 13867
34 43 114022
34 4 94695
2 20 30762
22 36 65451
4 3 73262
42 46 94362
25 27 63091
35 1 80063
31 8 65116
45 11 64530
12 40 123927
19 35 50940
2 49 94970
4 1 58315
19 3 45102
34 1 43978
37 47 78590
5 12 90597
8 44 112547
12 35 86462
22 18 150659
38 37 44765
12 8 96600
29 41 91384
36 26 79883
21 34 93004
35 8 76264
24 2 113867
26 44 97515
50 41 137314
34 44 115234
28 20 35416
9 49 158795
18 20 153062
13 40 53244
15 30 59988
50 32 155063
36 15 62944
16 5 75624
48 41 50757
39 11 76716
25 35 68305
22 31 109274
13 17 45728
12 36 81805
4 32 124880
1 21 70401
35 41 50932
34 12 105785
1 13 31120
33 7 60086
23 35 54484
37 48 17393
49 27 85828
18 31 120043
31 44 138707
48 30 67015
43 23 117432
1 24 29622
42 38 92747
6 30 54875
5 31 69971
33 46 73506
4 50 125585
41 3 33365
36 31 48917
19 5 31130
11 5 44132
49 8 50043
32 37 89111
40 11 43633
6 7 46679
42 7 54396
6 37 37648
22 34 84337
42 17 48984
27 12 55006
12 17 103040
50 10 112412
48 46 78712
1 5 23245
6 5 63364
45 26 134284
3 11 6748
15 1 53130
36 39 72515
8 4 54516
47 7 103044
26 4 155692
43 48 109983
34 28 75969
24 45 74783
47 13 87164
19 10 51731
8 11 25494
50 8 122695
17 34 58586
27 3 54531
46 44 131608
20 40 112706
26 31 128800
15 19 24007
50 16 79097
9 39 156702
17 38 81917
33 23 15828
34 7 83380
22 5 101096
14 25 56172
37 35 59744
1 31 68915
37 16 65056
21 38 111241
42 47 127234
23 1 59462
22 1 85449
42 10 49285
24 44 126487
12 19 71276
23 31 16557
17 16 64954
14 32 41978
2 29 69860
2 39 89857
47 26 161019
23 10 55275
48 29 67361
3 10 60536
48 4 90654
4 40 95108
24 25 51165
30 37 49624
11 2 99845
43 1 115136
49 33 52386
2 12 112753
46 28 44791
32 35 136185
2 6 95772
39 34 96495
4 37 73263
10 29 39661
3 29 79259
39 22 132870
36 37 2548
18 2 154988
10 45 16070
42 40 71169
39 4 107321
14 19 104740
30 33 59897
4 35 80594
28 11 56190
33 17 58242
36 4 75809
23 11 43665
40 1 44391
28 42 53067
49 25 34763
5 15 43328
46 22 124224
20 43 113711
11 10 67284
6 50 117912
34 33 34962
33 48 38481
36 49 28750
2 10 103361
16 2 110040
13 28 58668
49 20 85612
6 24 18095
36 44 96348
20 50 52902
13 29 87834
45 29 23591
45 49 51003
5 34 59625
4 17 72923
8 3 18746
26 41 115795
30 35 49538
11 17 43901
41 25 41925
11 48 24140
46 24 92480
14 41 98097
1 14 87277
14 47 143321
15 3 62268
21 24 90686
23 6 57416
27 31 48672
7 32 104482
50 7 93754
14 48 82124
26 42 133009
18 16 100963
27 47 116911
48 13 25967
26 27 136961
5 35 70261
3 36 2547
45 4 63733
25 46 62359
31 32 129505
17 15 66060
1 20 87852
47 23 115506
23 32 120052
8 40 40592
17 22 100057
48 19 62494
1 44 116346
31 30 60626
42 45 33215
27 34 75964
32 33 104224
36 29 76712
17 8 18407
39 33 96151
20 16 79278
5 50 130952
46 27 41573
10 7 33854
32 45 119324
6 21 72591
40 45 90817
35 46 73029
42 9 146329
2 22 140398
13 9 136931
31 48 63762
26 32 171540
49 22 94201
7 5 37198
37 22 62905
18 32 131399
18 39 161796
38 30 67774
4 21 79636
31 38 72632
5 47 79289
17 36 39700
24 34 66002
23 49 62395
41 34 47238
5 38 82956
30 19 71735
7 12 53399
48 44 76409
24 22 107473
43 36 95138
34 13 22448
3 44 93801
27 4 98781
1 19 54375
41 27 61677
48 45 43770
46 39 133478
38 4 112190
20 7 40852
38 20 94713
19 13 53677
50 40 148618
9 25 124032
19 40 81987
5 17 37853
10 14 112831
46 37 70920
40 9 150202
37 7 61948
26 40 122005
5 8 19446
43 8 111337
36 24 47116
38 26 122100
33 12 86939
18 10 134278
36 21 69024
7 11 56231
8 45 79908
19 26 122438
18 17 87416
9 33 135179
50 29 119933
47 34 100022
3 21 71571
39 27 107379
25 39 78528
26 39 152398
15 47 109174
50 1 126494
1 39 97607
9 3 128356
26 14 142068
35 13 51170
48 36 19939
48 34 38825
23 18 110590
9 22 164320
7 14 105073
34 45 82595
29 25 82725
26 50 87367
48 38 62156
8 47 59843
20 23 92214
5 10 71052
9 48 118808
49 32 120407
37 27 54532
16 9 130359
24 41 71959
8 9 109610
41 10 51723
4 28 101999
3 42 61122
13 41 24790
31 47 124959
46 32 64516
38 13 53339
37 26 82431
29 4 87324
48 15 44876
37 40 44670
23 36 39464
38 41 59627
17 28 55105
29 32 130524
36 2 95644
49 14 90935
28 8 60286
22 3 62904
32 20 102161
45 28 67009
41 31 13005
21 49 66906
44 41 127166
28 37 54537
1 3 22545
22 4 136166
21 23 87248
1 28 64085
37 50 103950
19 18 119585
40 29 114408
11 47 85337
5 37 38193
13 18 96330
2 9 198976
18 26 170185
2 7 71614
37 29 79260
1 16 85426
41 4 52563
17 44 130954
40 36 42122
15 26 142827
24 42 41568
23 46 89334
19 24 76399
9 35 97835
5 33 59281
11 14 66386
39 37 75063
31 34 60243
7 39 93512
9 38 87828
6 41 53864
10 44 102264
48 20 64124
19 22 108006
10 13 51961
15 32 98352
1 30 72168
28 3 54536
33 26 103519
29 17 92223
36 25 6013
14 21 80858
15 18 118340
50 11 110697
4 13 77353
7 29 73515
20 42 88483
39 32 150521
13 23 28342
29 31 104389
27 15 7737
25 18 96315
3 2 98191
12 24 95624
14 31 111102
12 48 92145
22 14 127636
14 36 62185
8 24 25823
10 40 105205
19 34 66535
12 25 75792
2 4 146433
22 35 106143
24 14 86519
22 48 45512
18 34 109188
48 40 62061
33 50 125038
41 8 52111
38 33 47351
25 20 90076
29 23 94936
1 47 63642
6 3 37649
6 25 33070
28 12 58224
23 50 138598
20 36 84063
20 27 26985
24 26 126999
2 43 144473
38 50 147615
44 11 100549
23 28 68447
27 24 56120
20 15 34722
9 24 135433
35 26 142175
46 43 80851
19 37 45103
18 33 108844
49 11 32951
47 19 110419
33 42 65061
40 18 109601
32 16 102079
6 22 100553
36 5 40739
11 46 72573
45 33 55517
7 35 33063
17 23 74070
12 45 103323
31 20 75657
44 15 97772
9 31 160135
28 10 50939
9 28 144447
41 17 70518
30 32 115301
1 18 72808
26 48 99822
28 15 10955
40 21 106720
39 24 118371
28 30 70943
50 39 139930
42 37 61121
43 15 78989
30 29 56268
32 28 92230
20 11 88264
24 11 51317
39 10 59658
15 31 40935
18 3 87755
44 6 108392
4 25 81822
37 25 8561
29 44 109785
1 32 74163
5 2 108812
41 12 99215
46 18 152176
3 43 92591
14 45 96761
19 17 68983
16 45 17245
35 28 50148
22 29 112873
33 4 64839
49 12 105657
14 8 83478
22 12 137657
27 1 60867
47 33 99678
26 49 108633
16 48 61015
25 21 75037
9 23 150682
10 38 86798
6 16 39443
38 7 66121
43 35 105922
21 8 66602
42 21 49118
7 23 51362
42 4 62458
22 33 83993
45 47 139751
23 48 54309
9 37 128357
48 2 94886
35 38 86007
49 10 67073
38 19 83998
25 28 58002
23 22 99821
22 21 105185
23 40 81586
7 15 6130
42 49 49728
47 20 143896
44 18 169912
11 18 94503
41 47 111954
25 44 102361
50 48 86557
50 31 128559
27 14 91206
46 19 57843
22 44 75763
16 15 44556
8 13 27321
21 29 7688
45 13 68031
7 17 61608
43 38 107006
43 22 155495
47 25 87149
8 34 40179
Case #18: 247
11 21 167915
2 28 170377
21 36 114208
9 3 178096
24 37 163005
27 6 165490
18 13 172390
19 30 151348
7 22 189983
35 23 194667
1 35 252568
34 11 421676
20 5 190179
4 31 195957
6 11 331838
16 9 229752
29 33 273538
18 5 199878
35 14 65475
7 36 158492
27 17 177648
25 13 61772
32 31 152326
25 24 151733
29 18 214103
11 26 253574
3 1 156397
31 34 320462
5 35 220397
4 22 129328
19 12 46480
19 37 88608
13 7 79091
17 25 200750
17 26 134774
26 8 231605
20 16 173093
8 32 170029
34 18 234880
26 21 161692
19 27 167404
20 34 270492
20 35 60816
16 12 212358
8 29 319747
26 34 328535
25 23 257870
3 6 177854
20 19 202103
18 6 185033
31 18 191148
24 26 185078
2 21 199168
23 32 194482
29 4 188708
21 16 194190
27 37 190666
30 1 165977
5 1 71185
31 28 180335
14 36 44588
8 25 139249
34 6 316665
2 13 92905
6 20 163634
30 34 171435
14 21 152634
10 16 83464
8 35 281632
10 14 155970
24 27 211461
5 2 95284
6 10 184934
4 17 78832
13 24 107941
12 23 227737
37 31 57695
33 3 203320
31 19 93318
10 22 250381
9 17 204401
31 36 177809
14 22 96796
21 30 203104
30 2 233165
1 10 201477
36 1 211446
26 4 163422
16 7 216308
13 3 130680
6 16 229510
19 36 201293
12 14 243924
32 6 172792
29 14 156176
9 24 200476
32 15 83689
33 22 233983
6 37 25176
8 20 220816
22 35 162271
30 33 16717
29 19 221354
1 32 118269
11 7 345040
37 2 165695
33 19 134631
20 2 285463
33 16 31247
9 19 126079
5 10 174924
21 37 204416
23 5 241566
36 11 278663
7 18 171831
24 20 117717
2 25 111588
32 19 59008
24 29 188224
15 2 101768
11 3 250143
26 32 169902
37 17 235651
18 26 120629
3 8 235036
10 15 166897
35 26 128177
31 24 167715
5 30 139424
32 10 213318
27 18 147012
29 2 294986
12 30 197828
16 30 47964
26 20 67361
11 33 233524
2 27 249221
34 27 187491
37 29 274871
29 30 256821
35 4 118243
7 3 164652
24 17 194448
5 16 153954
6 14 158975
36 17 116660
1 37 98507
15 36 176866
16 3 234567
25 4 121918
16 35 134555
14 15 187950
12 32 105488
29 6 262565
12 22 208454
24 10 192017
7 12 134925
36 27 160351
20 12 248583
17 15 221051
4 7 186208
15 28 111698
11 20 318592
25 35 209711
29 35 170230
2 8 194381
13 22 161343
21 20 154137
15 12 71161
37 25 116836
6 4 199410
4 27 220890
28 7 175462
33 17 144875
17 7 217845
1 17 255631
33 24 234044
7 30 168344
33 7 185061
11 19 283723
37 9 51822
3 29 90043
23 18 187119
22 28 248991
33 6 198263
8 19 111021
27 3 202659
13 15 8863
8 10 242116
5 22 150050
13 19 33544
22 17 168868
5 8 122945
14 18 57927
35 27 102647
34 37 341841
24 5 135429
22 34 362629
7 5 124559
28 13 120561
32 5 47084
31 33 165744
8 17 220316
2 16 249238
22 6 203185
2 3 214671
7 29 249363
26 16 231136
9 34 316907
21 31 197687
6 8 57182
37 23 178531
20 17 76731
23 4 135952
27 31 132971
22 37 216407
12 18 234434
30 26 183172
30 32 186508
7 26 161221
25 29 193126
20 9 136988
3 5 119387
28 21 202825
6 30 181546
24 2 200846
32 7 171643
20 32 210937
27 21 219160
23 24 251568
30 4 204834
25 34 294555
37 7 38378
19 34 322783
21 9 171034
1 34 337412
13 12 80024
18 2 265295
25 19 28228
15 1 34580
33 23 201995
4 34 272593
24 30 217327
33 32 169791
21 19 115808
20 3 70792
3 15 121817
Case #19: Impossible
Case #20: 79
23 20 274968
9 28 344418
20 8 410870
25 7 116524
18 28 287110
13 9 614746
11 8 594159
22 27 313323
23 26 340839
10 9 663814
3 1 168178
18 26 348700
10 3 530904
23 13 532416
28 11 202024
25 1 192917
11 14 336444
25 26 435768
24 19 46667
28 2 505547
3 20 264262
22 14 160919
18 19 216112
9 18 317536
20 22 447045
11 27 445120
27 13 432535
5 13 640204
16 25 503180
1 10 498660
7 18 190883
13 12 228298
1 5 373585
13 25 437487
25 21 151866
2 13 571983
12 2 349464
26 15 265639
12 24 235959
26 6 620968
25 23 94929
10 25 519780
19 21 370150
3 15 24350
28 13 410356
5 15 187960
22 26 415582
26 10 589080
15 9 225985
22 9 384418
12 7 371225
7 4 101091
4 27 156649
7 20 189280
12 3 328887
8 15 344183
21 16 608469
19 17 240051
2 6 384964
29 9 210218
21 6 346878
10 23 476396
9 14 223499
8 16 591253
10 16 672090
2 22 375398
22 24 329661
7 16 386656
27 20 244838
2 20 313053
12 27 402624
4 24 172987
11 2 515387
22 4 156674
10 20 347881
23 6 392416
5 27 249034
20 26 389346
26 12 243648
Case #21: 481
16 19 82649
20 8 133987
23 17 139197
11 32 266155
30 22 172209
24 25 101704
10 17 104693
21 26 25739
13 28 105254
24 5 93003
5 19 94228
11 18 128885
31 33 68509
24 27 117736
5 33 83053
15 9 25932
32 18 137270
1 20 104677
19 18 78354
21 15 37616
15 8 53417
15 12 69260
15 20 104324
23 9 100498
7 23 76276
33 27 107786
11 21 99447
16 20 167562
17 28 97565
6 12 132872
13 7 70004
6 21 149346
30 21 179962
20 25 129837
22 20 110433
14 30 178420
20 9 78392
30 16 229338
1 25 49620
18 12 69643
22 25 83486
25 4 1045
13 16 112867
21 1 29468
24 9 50259
32 23 264023
1 13 49982
33 8 95904
9 7 52888
21 20 118186
25 18 49650
2 1 112933
17 31 66899
32 13 124328
14 3 200496
22 1 58326
13 25 75142
13 11 156951
21 27 79161
20 11 109289
9 2 114758
19 29 89553
32 9 163525
3 32 306412
10 9 65994
3 16 213192
6 28 107182
3 11 218024
31 22 60241
1 26 12230
9 5 42744
18 31 40162
1 28 85151
17 20 117091
30 7 180129
32 33 203834
2 11 225889
22 9 32041
5 3 224771
15 30 166100
28 33 99175
15 31 54132
32 20 241917
17 21 53656
32 2 250173
23 22 132539
23 26 114553
3 13 182084
27 25 90812
11 27 178608
1 18 30
23 31 128698
29 17 48326
6 32 257118
6 13 169860
17 6 180174
30 24 109809
26 9 14055
13 21 63491
12 10 109322
4 20 130882
8 25 24854
33 30 99859
13 27 91174
7 11 151476
26 27 53422
29 1 12490
11 33 71206
7 22 84929
1 23 126783
27 18 65682
14 33 78561
8 2 88167
12 17 82027
25 10 117439
6 30 286331
3 8 179617
32 10 229519
10 15 91926
30 19 153963
15 22 41635
30 27 207645
22 12 75369
33 21 80103
3 20 222730
31 2 105824
22 6 178204
6 24 178581
18 15 24137
15 14 64184
16 27 128537
18 30 166483
10 33 106303
12 5 86072
22 26 46096
28 24 109125
20 6 224555
3 6 264970
3 30 284506
12 30 183496
9 16 89170
22 17 70740
25 23 151943
28 11 170381
23 30 240666
29 6 132368
2 27 154125
11 17 150214
6 26 132108
18 29 12520
5 11 153875
12 31 71528
5 17 76755
16 22 121211
2 17 148769
19 25 63860
10 2 180752
25 31 79645
32 24 213784
29 8 41800
23 10 166492
4 30 192658
4 14 90742
30 8 195763
32 31 160060
26 33 54364
5 10 108738
2 3 189291
4 9 52490
1 24 76544
8 26 41540
4 32 187905
16 31 103017
20 7 118353
28 25 110311
14 18 64567
8 10 121589
21 8 58718
5 26 28689
30 20 137942
1 17 60296
18 16 62855
15 4 50312
33 18 66624
9 17 38699
25 29 37650
29 12 57643
4 13 76187
2 13 138455
8 18 29280
13 22 67510
13 15 25875
2 33 155067
20 12 121720
4 27 91857
26 31 42255
19 9 94413
27 32 202892
33 9 40309
25 30 191613
10 4 118484
3 31 217816
4 17 86501
15 1 24107
19 2 125083
13 24 95695
19 27 140307
19 33 54104
14 25 89697
12 8 98923
5 23 143242
19 12 64877
33 6 186472
15 17 59943
25 5 66079
28 29 73181
4 21 64174
10 27 123897
6 9 146163
25 3 194403
29 13 38012
32 26 149470
11 8 154484
5 31 70944
20 24 48033
1 8 29310
15 27 65299
3 26 219836
12 32 200095
12 21 83122
5 14 80996
10 14 104246
20 29 92707
31 29 42515
19 3 130543
25 9 51445
27 22 99518
31 27 95677
20 18 104707
6 11 163308
14 16 73980
11 10 177509
26 18 12260
2 20 193150
29 24 64574
21 31 67994
23 14 62246
30 17 178867
32 29 149730
28 20 137258
22 11 143556
1 14 64537
25 17 85456
32 28 222391
33 24 9950
18 4 50695
