350
23 125
45 29 42663
7 3 91576
1 33 53263
14 16 52880
34 2 53663
24 46 18543
35 27 104546
12 30 81530
31 15 82154
38 18 86880
44 16 78945
29 44 8506
26 21 109867
14 46 11659
15 7 99394
29 17 77435
34 33 54734
16 42 67260
23 26 63045
12 41 53436
27 19 64174
19 37 38373
27 25 126636
32 23 67285
22 17 16672
31 12 59335
43 8 78247
7 17 27653
37 10 60931
13 42 150433
40 32 129781
30 37 68309
21 6 125912
32 18 67401
42 29 65135
12 9 103276
29 43 129720
23 35 70474
41 44 54444
43 40 136680
23 17 41013
4 19 113667
12 20 80119
11 44 87003
11 6 97942
18 46 93401
43 19 87681
22 2 42247
15 35 151703
28 9 173527
26 45 52723
40 1 76707
32 34 105510
20 3 95120
11 34 60824
46 7 29775
44 46 61080
6 18 67481
45 3 55877
22 35 97283
19 40 89799
25 16 44440
1 16 71847
19 24 38943
19 26 59472
28 4 228837
16 8 75505
27 15 113393
44 33 93763
25 33 131616
6 33 107048
44 4 97967
27 4 115080
38 31 6744
19 33 66355
4 24 98538
43 34 71381
26 6 100165
41 27 61467
15 40 139018
1 26 46380
23 2 15438
27 40 110449
22 33 96737
9 14 44817
14 42 47782
22 44 88506
22 39 86217
40 6 137033
41 2 25217
20 45 46970
43 35 147300
25 45 89228
28 20 168639
46 17 57428
31 4 83214
11 9 54509
3 2 93654
6 34 55211
12 13 142901
25 18 54180
6 36 83393
33 36 34661
37 2 50837
22 6 48180
37 27 25801
40 35 124430
27 22 91757
26 44 86880
3 11 111091
28 5 127767
28 29 172309
2 8 42819
24 6 99958
37 40 84648
32 31 73647
24 32 88971
40 18 139482
10 24 56672
8 29 73405
29 35 106896
21 22 111493
2 30 82189
3 18 129527
21 14 82454
23 12 94091
39 2 43970
1 36 19332
25 20 118980
12 21 91633
29 12 109239
29 16 84546
9 33 79113
36 22 62806
25 24 114250
38 13 107789
11 23 42075
36 3 73095
44 43 126142
39 17 69545
17 40 103509
42 40 105522
34 27 28627
18 1 100709
9 32 67732
2 25 77126
38 35 65287
6 9 127845
6 46 85964
14 35 70425
31 24 17806
17 24 62699
11 26 54768
41 26 32436
38 2 25332
3 17 93554
25 39 121096
8 44 72046
10 3 113202
33 29 85806
32 321
12 11 245273
23 24 213565
9 16 219953
26 9 51381
31 7 162911
1 26 246416
28 12 139578
12 5 211716
32 19 190855
20 1 264449
23 7 318910
25 5 318549
32 5 230962
5 3 167207
28 18 197182
6 1 218422
18 24 263059
22 4 32447
17 8 133107
10 21 251309
30 24 146927
31 24 183919
5 13 300997
9 20 162186
10 19 146009
9 4 78171
30 15 256184
16 12 148037
26 3 79980
10 32 161480
18 32 170030
16 3 217142
20 5 261838
16 28 223059
14 9 337015
20 11 240988
19 22 204813
8 23 303592
27 9 183951
17 29 213889
1 21 48336
27 7 170465
13 28 254657
26 4 129552
15 9 144960
31 4 120578
11 9 78802
16 4 213719
29 12 215678
26 18 271245
16 1 157530
7 22 79685
19 18 85137
27 32 113951
24 29 170809
6 10 237115
24 28 291219
17 22 123043
22 16 181272
8 18 125148
18 11 284186
22 23 291558
27 26 200238
5 14 439099
14 21 504017
2 16 228021
6 31 176651
23 13 173723
23 27 298829
26 24 20726
12 15 311431
3 6 218159
32 25 151815
13 12 179635
21 2 182228
14 19 413535
32 31 143549
27 21 215824
20 26 152257
21 3 287712
17 4 90596
23 17 195335
17 3 143786
31 13 147357
30 26 167653
13 20 75321
30 2 154170
31 22 94534
23 29 137680
11 10 170282
4 7 112132
4 6 174283
9 19 209845
21 30 95445
24 2 68541
14 1 552353
19 24 179190
2 11 91838
3 19 106128
7 6 210213
16 8 99271
30 9 116272
25 27 111969
1 12 74049
30 1 130651
21 25 212423
30 22 5654
22 27 166442
8 2 158568
1 4 162349
12 27 228698
21 31 6565
19 8 210285
17 6 140836
7 5 342349
15 10 236440
28 22 201834
24 7 220958
24 20 131531
21 23 190459
15 4 223131
1 22 136305
20 29 39278
3 11 210163
6 28 283951
2 7 228189
23 30 285904
31 3 281147
31 30 88880
23 11 261712
11 24 109457
15 8 265642
4 30 38101
30 13 218524
30 20 217316
15 17 157385
28 19 282319
23 5 343872
6 30 136182
26 13 213770
1 24 225690
14 2 374901
29 7 181230
14 30 447483
29 18 93518
6 14 482650
8 26 172063
31 19 175019
18 21 96447
11 13 226711
6 5 306597
25 30 140854
12 14 489926
31 27 209259
15 7 182153
9 24 30655
23 2 220796
2 15 182846
32 21 150114
31 9 198749
28 17 308424
9 18 232404
26 2 89267
5 27 309819
25 12 173580
1 7 204682
4 20 240357
10 4 169651
1 27 182605
1 2 217434
19 6 128793
4 5 239133
23 25 340497
12 21 38843
23 31 197024
28 29 290700
21 6 183223
22 15 255578
18 2 202144
26 16 250210
6 15 290595
16 18 25877
20 2 170696
14 13 441197
29 9 201464
28 32 250849
20 8 257944
15 27 328911
11 22 189420
10 1 286515
24 8 151337
11 16 298755
29 13 36043
18 6 86769
13 3 133790
3 7 278977
20 12 254956
14 15 481975
32 20 164395
5 15 305922
8 12 192680
21 19 181584
14 17 349440
19 11 254373
25 2 119701
19 4 222034
19 29 8381
7 30 74031
18 30 161049
20 27 252173
8 13 182623
32 13 163193
9 23 182910
5 30 268318
25 17 145162
14 24 338285
25 9 157587
28 7 243089
24 25 188242
24 21 190484
32 22 129713
1 28 149071
24 4 108826
13 1 189128
17 26 63806
4 18 187842
8 5 281644
10 9 91480
16 31 115759
27 4 198889
32 2 32114
18 1 131653
18 27 119377
21 11 274066
15 20 307146
24 13 206852
9 6 145635
23 4 261081
27 30 172096
20 3 137025
25 13 257676
4 29 228879
20 19 47659
11 4 156973
30 11 195074
32 4 148171
29 10 137628
20 6 81134
12 18 122160
16 29 119395
9 28 306049
23 18 231198
7 14 521514
25 8 75053
10 25 249067
5 24 130307
10 7 281783
22 24 141273
14 28 549272
20 16 158673
28 20 329978
23 6 258092
7 18 202662
17 16 232378
2 28 282963
30 29 190778
29 3 97747
9 22 110618
15 19 354805
22 3 241979
26 12 172367
30 10 207752
30 19 199159
27 6 197212
17 31 201124
4 14 415186
20 31 222678
29 21 189965
32 9 70000
19 1 216790
5 17 173387
12 10 212466
30 32 135367
4 13 194372
11 29 262754
1 15 350894
16 23 205329
29 15 346424
8 7 289938
31 8 160402
26 6 197016
25 6 235076
21 16 122324
32 8 190682
7 19 172849
21 8 166967
26 21 211210
8 10 212162
12 22 62256
19 25 285338
11 26 130183
31 5 179438
10 18 231146
13 2 195307
18 5 269320
26 22 161999
3 27 280218
29 6 120412
15 31 309123
27 13 176852
25 29 279180
5 19 273335
17 13 220768
9 12 166471
10 5 149680
6 11 207213
22 2 148504
28 27 316559
32 3 201361
24 27 214606
1 29 225171
7 16
7 5 625570
6 7 706273
2 7 262572
6 1 410629
6 5 88250
6 2 610682
5 2 698932
3 6 574775
5 3 567259
2 4 407177
3 4 276103
7 4 144605
1 5 498879
3 2 394070
6 4 569215
3 7 131498
37 548
16 1 69689
28 7 49557
21 37 131351
24 3 58165
35 17 95453
13 21 93747
34 12 93938
30 23 133593
36 19 75622
18 21 119919
37 22 122496
7 4 54900
3 33 139197
1 27 143422
4 34 88720
17 15 62976
5 15 115397
16 28 94232
15 1 136389
26 17 83797
12 32 116373
28 37 148509
30 7 104209
18 8 109246
27 28 158819
35 26 103456
25 16 115254
8 12 33949
12 11 5047
28 34 120354
11 34 88891
6 32 170272
12 29 109880
14 31 107685
11 33 128766
6 35 118964
36 11 101878
28 22 96744
14 22 73788
15 2 97345
29 23 77311
11 27 127356
8 7 46996
8 30 115017
7 37 133463
27 19 80553
16 11 82324
22 8 121026
4 15 90216
26 22 69437
1 29 100153
32 19 134672
13 37 61362
34 19 161509
24 5 127045
1 9 116386
16 19 116767
30 12 91162
21 23 56325
14 12 71708
29 35 134793
2 21 120969
37 20 95607
1 3 96559
28 21 91239
4 23 65211
2 9 116045
14 9 131607
2 27 66163
22 36 160403
32 33 134688
36 20 115915
12 33 133813
31 20 101700
30 17 111142
31 21 28846
6 24 144543
35 4 60741
30 16 71267
31 11 30930
10 6 144559
15 19 100148
25 13 91776
13 22 112906
3 32 78208
6 17 169157
31 2 92123
33 2 146732
10 35 70855
25 10 82460
27 20 76151
34 21 86807
32 24 129686
30 24 146950
16 6 177353
31 24 98528
12 37 120416
4 24 78568
7 14 84755
11 26 58770
34 9 106745
37 35 132508
15 34 90358
18 20 70658
29 31 105716
16 23 91705
26 27 140658
10 32 129702
13 8 87735
23 26 121768
27 12 132403
36 9 83736
8 24 86472
17 14 135245
23 22 159924
33 16 154302
4 33 91960
6 7 113123
36 5 140881
1 5 47151
28 26 27307
28 13 127294
26 9 113622
24 36 13836
23 1 124532
8 14 105657
31 22 98192
13 14 110070
24 33 81032
35 23 57482
24 27 81125
9 29 154500
10 33 81016
8 21 51680
28 10 119489
32 37 105615
26 18 104524
11 37 125463
27 4 137545
6 37 206212
31 36 85650
34 36 91493
23 15 25005
18 16 37606
21 10 69698
28 9 86315
5 31 78670
8 4 7904
8 29 128550
30 10 146966
27 10 81141
37 27 19456
7 26 76864
33 9 110006
10 16 78364
30 32 25211
27 21 135653
26 2 119963
9 17 121228
1 33 179198
2 23 99054
4 3 127879
6 1 156563
20 17 112618
20 10 102095
26 24 135125
29 6 194677
1 34 140400
13 29 40815
5 35 98681
30 3 98137
15 8 98120
24 25 82444
17 22 153234
14 5 54277
9 25 21922
31 1 92464
35 27 136810
10 37 61685
22 27 141952
32 15 118038
19 3 143637
2 35 122126
2 3 143862
17 18 120222
37 26 121202
21 35 1157
20 1 177334
14 18 43168
23 31 85171
16 36 92184
25 36 69566
20 33 75462
1 32 49792
12 13 100878
4 17 103182
29 34 163677
30 15 137967
3 28 121102
19 6 192509
25 31 26862
17 34 129943
31 33 103564
22 4 128930
30 26 27345
34 20 103770
20 13 36799
21 6 117807
30 29 124734
6 33 157935
5 26 49915
34 26 137636
6 8 66127
9 27 155591
6 27 195768
32 21 102479
13 34 122862
37 23 75026
5 30 22570
37 15 50021
8 17 111086
5 6 167631
34 2 150084
30 14 76836
2 14 134327
22 32 16881
31 13 64901
21 17 94296
33 29 79478
11 5 108685
24 13 119695
4 29 136454
15 12 104737
14 1 75258
10 19 88516
30 28 54652
4 11 36806
2 22 135133
34 7 106985
25 1 94464
37 5 102974
2 19 146716
37 19 62490
33 13 38663
8 34 80795
8 9 25950
11 13 95831
12 36 106925
35 34 87964
20 25 128562
16 3 26870
11 19 102665
2 12 66240
5 17 133712
27 18 111332
8 26 87672
37 14 48708
6 36 131665
30 20 152753
25 14 109685
17 2 137025
13 1 140535
36 7 119972
26 12 63817
18 30 108866
33 19 77310
20 4 132438
30 22 42092
11 1 61534
15 21 81330
24 7 106136
16 9 137176
1 17 86561
16 5 48697
18 5 86296
34 27 144444
15 25 94092
21 11 59776
37 4 140237
26 25 91700
14 33 148733
12 19 107712
9 15 108262
33 27 80569
16 34 70711
15 11 99690
25 28 64393
5 9 127454
22 16 68219
15 27 69477
10 1 137905
3 35 129004
9 13 113685
9 20 150484
27 5 122430
24 21 69682
24 11 88042
7 16 90324
25 37 144113
7 12 13047
24 12 93089
33 34 161525
8 33 99864
11 3 91073
17 23 37971
28 36 133341
18 37 91876
29 14 113366
7 35 79027
6 28 126492
24 16 78348
13 17 75819
26 32 52556
7 2 79287
25 27 133669
29 28 124696
16 20 108257
35 32 101322
23 12 106446
16 37 54277
18 6 175373
21 29 133636
32 7 129420
2 11 61193
5 12 113732
20 19 75446
10 36 13852
20 12 137677
21 3 127847
24 15 11648
30 34 141978
22 29 153721
9 31 48784
28 1 30071
29 32 136840
36 15 25484
9 24 96614
32 13 96025
18 33 146120
5 29 134199
21 30 77268
29 20 77614
10 24 16
16 15 66700
10 2 85713
17 24 51328
2 6 156222
26 13 138204
27 36 94961
24 14 83917
20 5 130183
17 27 117725
7 19 120759
37 3 81147
29 17 39340
23 27 94482
3 20 81387
6 31 88961
18 29 148285
25 2 94125
5 7 126779
2 1 122732
3 10 58181
32 17 136353
26 21 104613
21 33 132410
24 37 61669
13 30 115954
15 6 156191
37 29 64658
33 25 95836
36 14 97753
3 26 93795
29 26 97389
4 14 113561
24 20 102079
23 20 115436
20 2 142314
3 36 72001
32 8 104145
5 10 127061
35 19 132625
20 32 132824
10 11 88026
35 15 82487
19 9 152332
37 2 85619
34 18 33112
31 19 103548
15 31 110176
18 15 57246
14 35 137688
16 8 111226
9 35 78787
26 36 122247
22 33 151569
30 11 86115
28 8 60365
12 10 93073
17 31 123142
18 23 82251
11 7 18094
5 23 140402
30 37 125544
13 35 94904
20 14 113826
8 20 124534
37 17 99662
10 29 90684
4 26 95576
1 8 90436
10 8 86488
11 32 111326
22 6 187153
35 18 121076
11 22 128207
5 3 75567
22 10 146583
28 11 31463
37 1 123966
13 10 119679
28 20 164093
18 12 85391
8 5 101504
23 24 13357
29 27 82721
1 7 79628
27 3 100603
8 36 73594
36 21 56804
35 11 60933
6 30 181144
9 21 77630
34 5 119408
3 34 43841
26 16 66925
21 19 131468
31 16 113254
22 19 151553
1 21 101849
19 18 146104
29 7 122927
11 29 104833
7 23 119493
9 3 145925
1 18 107288
9 10 96630
35 36 57961
20 26 175003
37 33 100025
11 20 132630
1 30 24581
2 28 92656
31 4 30738
35 25 56865
34 25 84823
10 15 11692
14 28 99801
8 11 28902
8 35 52837
4 21 59584
23 3 71522
3 14 32439
13 6 153862
5 28 77222
5 2 154655
4 36 65690
4 19 134286
19 29 2168
23 34 91972
17 10 51344
31 12 35989
4 32 112049
5 25 105532
9 32 130095
2 32 152014
17 12 144417
34 32 122049
9 11 54852
4 10 78584
25 30 119045
5 33 132047
24 19 88500
7 21 77870
25 11 32948
27 14 68164
1 24 137889
16 21 142100
1 19 102321
12 35 65980
12 1 66581
23 14 97274
2 30 147308
10 18 68910
2 24 85697
17 3 109493
20 35 131703
16 12 77277
36 37 75505
34 14 76280
7 22 146301
7 3 87249
28 32 79863
15 28 131153
4 5 109408
8 25 4028
22 1 66673
25 17 107058
5 13 93384
26 10 135141
7 20 150724
22 24 146567
24 29 90668
32 36 143522
25 21 55708
6 34 146922
16 27 73733
19 8 126382
18 31 91073
15 22 134919
9 4 18046
10 31 98544
14 11 76755
26 6 153799
2 16 139896
18 2 141537
32 25 108173
30 27 145000
14 6 171784
10 7 106120
23 25 69108
19 17 37172
16 29 118935
24 28 119505
28 33 160229
37 9 158283
19 13 38647
20 22 149705
35 22 118203
9 23 83257
18 25 113274
32 23 143043
31 32 81311
21 12 64823
1 26 2764
18 36 82730
26 33 176867
2 8 90095
15 57
1 7 280197
13 2 266616
12 3 255663
2 4 289940
11 1 161244
9 12 222758
5 6 322742
12 6 370712
4 13 32990
13 8 230932
14 12 278363
6 9 151508
15 11 217695
6 11 260970
14 1 7377
1 15 56451
10 13 4833
2 6 55618
12 4 97859
15 14 49074
12 8 295801
2 1 155344
7 9 243280
3 1 255360
3 13 320532
6 10 301010
12 10 69702
9 1 251234
10 9 153056
2 8 35684
12 11 156390
13 15 262568
3 4 353522
14 8 183651
13 11 192985
3 5 167108
1 5 229079
14 7 272820
4 7 118381
8 10 226099
12 15 244268
14 10 208661
3 8 246936
6 7 365169
2 7 352007
5 10 158257
3 6 155634
15 8 232725
3 7 276185
9 2 108727
4 11 160918
5 4 186414
7 5 109077
1 13 220871
1 10 216038
1 12 285740
4 1 187881
50 50
15 19 64000
22 48 726290
28 25 906934
34 4 546818
24 25 771409
15 10 906408
32 2 962967
39 14 594385
7 47 807046
25 27 780188
33 6 641143
4 19 76590
4 50 326740
9 1 38500
48 45 753260
29 21 719034
19 43 778348
17 24 964393
44 4 426525
41 8 831282
7 48 577736
46 5 947454
48 13 706151
6 22 882402
10 4 893818
30 47 663735
48 21 107308
18 32 944403
46 17 230704
1 11 709744
17 28 883223
49 36 109413
26 4 862296
23 31 849702
50 27 47300
41 25 887513
18 46 717096
27 7 585131
31 32 967775
20 1 752705
46 44 782887
11 17 953934
42 44 978610
33 19 592628
39 37 258877
13 15 563769
15 23 840983
7 18 975443
12 40 409255
39 17 823608
37 353
29 21 138559
3 24 125274
14 20 106169
18 10 178065
4 8 202524
8 19 101316
25 16 102513
8 2 98812
35 4 181679
7 27 236026
29 20 145250
9 24 197838
6 19 21499
3 26 101842
13 6 56160
7 16 205242
30 22 170681
1 8 210430
16 4 142745
12 34 107602
36 11 271031
35 22 139854
23 27 127885
24 13 184753
15 10 169125
2 36 143891
23 1 218756
36 32 244171
20 21 6691
19 31 103838
6 12 32310
35 18 122525
23 10 282095
28 17 144382
4 34 155216
18 30 195836
30 15 312634
21 4 79340
26 31 119950
14 32 159410
14 22 108041
31 4 192070
29 14 173317
7 18 237701
25 11 98379
4 26 215192
34 2 116224
14 10 205613
32 15 224797
33 2 7988
21 7 252505
19 36 162371
34 33 108236
26 36 254318
36 16 195900
29 12 127502
11 16 91154
1 12 166769
13 1 84337
23 37 79251
4 30 284375
25 17 132298
31 14 160464
18 5 57359
37 13 159983
3 21 34010
32 11 111377
16 5 24801
20 12 33996
35 9 213871
10 33 154471
15 9 31776
4 12 115669
12 36 173182
27 21 32621
22 19 67391
13 16 105172
1 4 189731
29 6 117206
7 4 325469
5 28 181423
37 17 146302
13 12 82432
20 5 81515
11 8 209976
35 19 93447
34 10 262707
18 8 130394
2 29 114187
25 21 52490
16 2 52009
15 34 242590
11 27 105915
35 17 130403
32 30 93359
12 23 131593
13 17 108577
23 28 245542
25 22 141749
15 26 115530
37 9 236140
21 23 95264
22 12 78202
15 8 196233
12 31 85397
13 15 195483
16 14 60106
9 32 204534
14 9 215964
18 17 87018
36 8 242703
20 3 27319
8 20 129875
34 31 178634
25 12 79795
16 10 198492
37 21 118238
16 28 156622
16 18 32558
11 34 62645
2 14 59130
1 35 228421
3 2 22614
12 5 60873
9 1 219785
26 18 105005
22 26 173367
27 20 25930
9 18 188416
1 34 253702
27 10 170486
11 14 151260
36 24 275503
2 25 92838
12 15 155657
24 16 154669
20 7 259196
36 13 154046
25 27 71729
27 28 128616
34 27 102300
23 14 137216
10 28 272389
6 26 127475
10 13 199624
18 3 54196
15 23 261978
24 25 143754
4 11 217861
17 5 116270
5 31 132916
33 25 84850
22 27 72914
17 15 86906
6 33 11007
15 3 148980
26 21 135852
1 15 188009
28 14 185036
4 17 159148
23 20 101955
28 24 241542
28 18 157488
5 11 66353
18 1 169060
29 4 186064
7 22 261068
9 21 198490
7 34 328381
27 15 150369
32 27 79055
6 32 103299
3 4 113350
5 33 68822
22 29 163098
2 5 76810
16 17 91469
7 6 209138
6 37 109861
28 19 107426
27 5 55585
11 19 129644
26 11 163601
9 26 83776
13 30 223433
4 27 111961
35 10 237426
16 12 36072
19 34 118728
32 20 104985
31 6 104353
12 8 112127
1 7 289364
29 24 197988
26 35 130117
36 23 279103
15 19 123862
5 1 214288
8 17 109327
11 10 273623
33 15 134354
1 24 201655
14 6 56111
29 1 159854
28 36 260619
35 23 197603
22 28 174817
5 19 79314
13 27 77144
29 31 199545
1 22 186389
36 27 167894
31 13 154475
27 14 83133
34 28 130127
35 8 139053
26 34 202753
13 3 75755
28 3 127227
36 25 236729
10 22 195394
16 27 30784
33 30 178280
35 11 102040
18 33 39570
12 33 21303
30 12 177702
23 34 171140
37 24 62150
36 9 315135
22 5 125721
2 28 125906
13 18 84723
14 17 114566
12 7 241314
8 32 129716
23 13 188753
36 5 220701
25 6 95857
9 33 166130
9 31 203704
1 26 156569
16 1 189487
37 31 162948
2 11 127140
19 29 95707
18 29 145769
18 36 169435
6 22 51930
35 25 141447
9 17 118682
14 19 77610
5 7 230043
20 33 39051
30 28 296198
30 10 316775
23 8 218448
33 17 47448
15 24 229614
21 17 79808
33 13 61129
16 30 200420
33 11 119152
20 36 190930
35 28 195556
13 32 153421
9 3 180756
28 37 211455
29 17 58751
13 34 169365
6 18 28563
25 14 151968
32 5 106614
30 29 172499
15 37 233208
7 37 275235
1 6 140497
1 3 160092
8 37 189678
34 17 155684
1 21 177826
14 4 178818
29 37 205053
32 17 137891
32 2 100280
26 2 124456
29 3 120825
24 8 214448
7 33 220145
36 29 255204
24 30 296299
23 30 300299
7 13 265298
19 12 31795
35 14 150073
21 24 91264
10 31 247817
30 17 225728
19 20 49543
25 5 127314
8 33 90824
28 6 128925
1 2 137478
30 14 223384
21 10 186831
32 7 253575
8 25 175674
21 15 166714
15 14 184188
32 33 92292
11 9 238716
7 11 296396
10 5 223293
2 17 55436
7 14 265259
17 31 140794
30 35 102696
34 30 267381
15 7 248325
17 12 68751
32 22 149191
5 14 84907
24 5 179470
33 24 123624
18 11 123712
11 6 130159
35 21 102339
34 25 128366
24 23 141401
32 21 111676
16 26 72447
32 28 204893
21 33 32360
21 19 42852
4 25 131830
22 37 155753
31 1 238812
3 14 81744
3 23 129274
1 19 138059
32 26 120780
34 18 147806
30 9 297893
4 10 266171
20 31 106039
37 4 50226
31 27 80109
3 32 77666
9 29 177433
22 2 48911
27 29 122214
8 7 310969
27 1 161481
23 84
9 16 316675
10 7 239997
14 20 365340
12 2 182315
2 9 236642
7 23 291619
17 14 358842
20 3 171331
9 22 240660
18 15 272932
14 12 275601
4 11 232205
5 16 203116
2 3 263907
3 8 32194
8 22 241057
9 23 295034
6 19 254930
13 10 193366
14 21 328606
20 22 96594
17 8 170386
17 9 255633
4 14 315672
7 18 112152
20 5 309668
18 19 257374
15 16 436065
21 10 249099
1 17 353712
17 12 219784
23 5 196610
8 13 227531
9 12 126399
4 15 160702
2 6 345156
23 4 287787
3 14 349035
11 10 11624
13 17 264206
21 7 9102
21 23 300721
19 20 265521
19 9 273091
1 23 231149
1 14 203264
9 1 231133
19 2 290581
3 12 81592
2 16 334165
15 8 167197
20 10 277675
8 2 237039
19 22 294599
1 19 149974
18 2 271462
4 3 33363
10 16 139550
19 11 107590
3 23 321150
13 19 289332
20 16 309209
18 17 220813
8 5 170531
1 20 223667
14 2 451887
16 18 300951
9 6 108514
23 18 282125
13 5 263361
16 19 235516
12 20 89739
20 7 141800
11 16 127926
5 7 167868
12 7 52061
8 6 188509
4 12 55893
16 6 298514
5 14 168725
20 4 145632
3 21 38633
9 4 147050
7 3 29531
16 100
16 8 44437
15 5 157711
13 8 156183
15 2 208952
12 2 282135
11 13 95861
15 3 149179
7 5 347400
10 2 133038
6 7 196709
3 10 73265
10 9 154316
5 10 300790
16 13 200620
16 14 230549
15 8 77970
16 9 200809
1 15 220654
7 1 191350
9 5 366760
16 11 177718
12 10 295627
12 16 249134
12 14 286410
16 15 122407
2 16 86545
2 3 59773
5 14 23748
2 5 340842
12 6 166109
3 13 227392
11 10 131225
1 4 66244
11 1 275965
7 13 217746
14 11 357763
7 15 200829
7 3 119875
7 11 225153
4 13 172027
4 11 267888
3 8 71209
8 7 122859
6 2 190151
15 12 366155
5 3 281069
11 6 281324
6 13 304226
6 4 268097
3 14 257321
16 6 103606
13 2 287165
9 7 293912
15 13 127939
14 2 317094
1 16 98247
8 5 235681
9 3 227581
6 5 347764
5 13 285650
15 6 226013
7 16 93103
14 9 343012
14 6 324016
15 10 168900
9 8 237293
12 11 334077
8 11 222155
9 2 287354
11 3 204490
9 15 209049
1 13 238271
15 4 286898
10 14 277042
7 4 257594
8 12 293571
9 4 253137
11 9 176971
6 8 148043
14 13 261902
14 15 133963
4 16 164491
6 10 150099
7 10 139596
4 2 251036
3 6 130378
3 12 222362
9 12 157106
1 5 156050
13 12 238216
7 2 179648
3 1 125019
4 5 147494
8 1 142684
1 14 132302
7 14 323652
10 13 227086
10 1 144740
6 9 304415
2 1 184792
50 1000
49 43 91689
37 8 18747
41 5 56966
16 36 62508
37 12 84353
6 12 87818
8 22 81650
27 16 52293
18 43 180346
36 50 106496
9 11 134246
35 42 50076
6 17 25511
39 20 120619
22 41 96269
43 47 171180
49 30 18326
27 6 38025
23 38 63179
26 6 118966
1 38 67309
49 4 80246
15 35 39193
31 2 106419
50 44 10148
13 37 8574
11 1 29293
45 37 61163
31 12 88204
25 2 89631
35 49 67864
20 21 104572
2 50 83664
42 23 75471
2 40 137766
33 8 39835
14 46 106494
46 30 93824
